FCODE,atoll,islandName,capital,islandNa_1,longitude,latitude,Area_ha,category,Sector,Usage,PrimAgency
LD0843,Kaafu,Kagi,N,ކަގި,"73° 30' 4.383"" E","4° 40' 36.242"" N",2.497504,Tourism Island,Tourism,Resort,MoT
LD1303,Kaafu, ,N, ,"73° 31' 56.974"" E","4° 40' 17.316"" N",8.60581,Uninhabited Island, , , 
LD1715,Kaafu, ,N, ,"73° 32' 29.088"" E","4° 39' 25.200"" N",0.168559,Uninhabited Island, , , 
LD1299,Kaafu, ,N, ,"73° 26' 21.976"" E","4° 37' 53.247"" N",0.63958,Uninhabited Island, , , 
LD0036,Kaafu,Helen'geli,N,ހެލެނގެލި,"73° 33' 48.459"" E","4° 38' 3.689"" N",8.105054,Tourism Island,Tourism,Resort,MoT
LD0753,Kaafu,Maifalhuhuraa,N,މައިފަޅުހުރާ,"73° 34' 16.174"" E","4° 37' 48.601"" N",0.61879,Uninhabited Island, , , 
LD0691,Kaafu,Farivelihuraa,N,ފަރިވެލިހުރާ,"73° 34' 18.456"" E","4° 37' 29.908"" N",39.501677,Uninhabited Island,Tourism,Resort,MoT
LD1730,Kaafu,Faritharihuraa,N,ފަރިތަރިހުރާ,"73° 34' 13.112"" E","4° 36' 51.691"" N",17.291949,Uninhabited Island,Tourism,Resort,MoT
LD1705,Kaafu,Farikan'duhuraa,N,ފަަރިކަނޑުހުރާ,"73° 34' 52.111"" E","4° 36' 11.674"" N",14.422806,Uninhabited Island,Tourism,Resort,MoT
LD0259,Kaafu,Thun'bafushi,N,ތުނބަފުށި,"73° 35' 24.192"" E","4° 35' 23.446"" N",7.366329,Industrial Island,Fisheries, ,MoFMRA
LD0853,Kaafu, ,N, ,"73° 34' 48.215"" E","4° 34' 57.676"" N",11.916428,Uninhabited Island, , , 
LD1708,Kaafu, ,N, ,"73° 35' 23.377"" E","4° 34' 37.668"" N",0.082293,Uninhabited Island, , , 
LD1304,Kaafu, ,N, ,"73° 40' 25.486"" E","4° 28' 3.356"" N",0.153427,Uninhabited Island, , , 
LD0536,Kaafu,Asdhoo,N,އަސްދޫ,"73° 39' 40.681"" E","4° 27' 58.776"" N",3.244543,Tourism Island,Tourism, ,MoT
LD1305,Kaafu, ,N, ,"73° 41' 8.477"" E","4° 28' 2.999"" N",0.032309,Uninhabited Island, , , 
LD1071,Kaafu,Meerufenfushi,N,މީރުފެންފުށި,"73° 43' 0.622"" E","4° 27' 14.739"" N",37.687894,Tourism Island,Tourism,Resort,MoT
LD0894,Kaafu,Dhiffushi,N,ދިއްފުށި,"73° 42' 51.577"" E","4° 26' 30.863"" N",27.057046,Residential Island, , , 
LD1709,Kaafu, ,N, ,"73° 41' 16.731"" E","4° 24' 12.517"" N",4.062712,Uninhabited Island, , , 
LD1710,Kaafu, ,N, ,"73° 40' 36.265"" E","4° 23' 14.580"" N",11.883561,Uninhabited Island, , , 
LD0215,Kaafu,Vilin'gilimathidhahuraa,N,ވިލިނގިލިމަތިދަހުރާ,"73° 39' 48.856"" E","4° 22' 39.010"" N",17.784115,Tourism Island,Tourism,Resort,MoT
LD1306,Kaafu, ,N, ,"73° 39' 13.088"" E","4° 23' 5.812"" N",0.120853,Uninhabited Island, , , 
LD0007,Kaafu,Thulusdhoo Irumathee Huraagan'du,N,ތުލުސްދޫ އިރުމަތީ ހުރާގަނޑ,"73° 39' 16.794"" E","4° 22' 18.068"" N",1.022881,Uninhabited Island, , ,Council
LD0745,Kaafu,Thulusdhoo,Y,ތުލުސްދޫ,"73° 38' 51.872"" E","4° 22' 23.320"" N",77.132774,Residential Island, , , 
LD1308,Kaafu, ,N, ,"73° 37' 40.676"" E","4° 21' 32.963"" N",0.490921,Uninhabited Island, , , 
LD0473,Kaafu,Lhohifushi,N,ޅޮހިފުށި,"73° 37' 3.222"" E","4° 21' 2.995"" N",20.1946,Tourism Island,Tourism, ,MoT
LD1316,Kaafu, ,N, ,"73° 36' 52.778"" E","4° 21' 5.324"" N",0.214435,Uninhabited Island, , , 
LD1315,Kaafu, ,N, ,"73° 36' 52.275"" E","4° 21' 10.364"" N",0.133976,Uninhabited Island, , , 
LD0062,Kaafu, ,N, ,"73° 36' 35.587"" E","4° 20' 55.037"" N",0.086947,Uninhabited Island, , , 
LD0468,Kaafu, ,N, ,"73° 36' 40.750"" E","4° 20' 35.915"" N",1.323745,Uninhabited Island, , , 
LD0960,Kaafu,Kanifinolhu,N,ކަނިފިނޮޅު,"73° 36' 28.828"" E","4° 20' 36.915"" N",14.321346,Tourism Island,Tourism,Resort,MoT
LD0683,Kaafu,Huraa,N,ހުރާ,"73° 36' 5.577"" E","4° 20' 0.899"" N",52.614556,Residential Island, , , 
LD1317,Kaafu, ,N, ,"73° 35' 47.666"" E","4° 19' 50.473"" N",0.63615,Uninhabited Island, , , 
LD1114,Kaafu,Kudahuraa,N,ކުޑަހުރާ,"73° 35' 50.850"" E","4° 19' 41.571"" N",7.717748,Tourism Island,Tourism,Resort,MoT
LD0584,Kaafu, ,N, ,"73° 35' 38.553"" E","4° 19' 20.289"" N",0.061755,Uninhabited Island, , , 
LD0157,Kaafu,Kanuoiyhuraa,N,ކަނުއޮތްހުރާ,"73° 35' 30.895"" E","4° 19' 8.469"" N",7.928768,Tourism Island,Tourism,Resort,MoT
LD0159,Kaafu,Than'burudhoo,N,ތަނބުރުދޫ,"73° 35' 3.211"" E","4° 18' 56.456"" N",3.729999,Uninhabited Island, , ,MoECCT
LD0127,Kaafu, ,N, ,"73° 34' 57.449"" E","4° 19' 14.299"" N",0.502089,Uninhabited Island, , , 
LD0359,Kaafu,Girifushi,N,ގިރިފުށި,"73° 34' 41.910"" E","4° 19' 6.038"" N",5.87487,Institutional Island,National Security, ,MoD
LD1129,Kaafu,Hinmafushi,N,ހިންމަފުށި,"73° 34' 16.121"" E","4° 18' 29.718"" N",66.19051,Residential Island, , , 
LD0886,Kaafu,Lankanfushi,N,ލަންކަންފުށި,"73° 33' 25.472"" E","4° 17' 42.117"" N",11.580096,Tourism Island,Tourism,Resort,MoT
LD0268,MLE,Vilin'gili,N,ވިލިނގިލި,"73° 29' 7.006"" E","4° 10' 24.221"" N",32.913695,Residential Island, , , 
LD1711,Kaafu, ,N, ,"73° 23' 39.456"" E","4° 13' 2.752"" N",0.842175,Uninhabited Island, , , 
LD0283,Kaafu,Kohdhipparu,N,ކޮއްދިއްޕަރު,"73° 22' 48.450"" E","4° 15' 34.946"" N",2.710645,Tourism Island,Tourism,Resort,MoT
LD1312,Kaafu, ,N, ,"73° 21' 32.352"" E","4° 16' 13.944"" N",0.099372,Uninhabited Island, , , 
LD1313,Kaafu,Nakahchaahuraa,N,ނަކައްޗާހުރާ,"73° 23' 11.464"" E","4° 20' 31.378"" N",1.959014,Tourism Island,Tourism,Resort,MoT
LD1295,Kaafu, ,N, ,"73° 24' 34.102"" E","4° 22' 9.839"" N",1.546324,Uninhabited Island, , , 
LD0785,Kaafu,Rasfari,N,ރަސްފަރި,"73° 21' 5.519"" E","4° 23' 40.804"" N",1.314033,Uninhabited Island, , ,MoFMRA
LD0492,Kaafu,Kudahithi,N,ކުޑަހިތި,"73° 22' 49.122"" E","4° 25' 2.474"" N",1.438786,Uninhabited Island, , , 
LD0305,Kaafu,Boduhithi,N,ބޮޑުހިތި,"73° 23' 4.812"" E","4° 25' 50.766"" N",7.648971,Tourism Island,Tourism,Resort,MoT
LD1296,Kaafu, ,N, ,"73° 24' 24.363"" E","4° 27' 24.633"" N",0.318577,Uninhabited Island, , , 
LD0331,Kaafu,Hen'badhoo,N,ހެނބަދޫ,"73° 23' 36.018"" E","4° 28' 54.114"" N",3.399931,Tourism Island,Tourism,Resort,MoT
LD0436,Kaafu,Madivaru,N,މަޑިވަރު,"73° 22' 7.286"" E","4° 30' 2.691"" N",9.662652,Tourism Island,Tourism,Resort,MoT
LD0399,Kaafu,Ziyaaraiyfushi,N,ޒިޔާރަތްފުށި,"73° 22' 20.923"" E","4° 31' 58.603"" N",6.081308,Tourism Island,Tourism,Resort,MoT
LD1142,Kaafu,Makunudhoo,N,މަކުނުދޫ,"73° 24' 20.483"" E","4° 32' 33.334"" N",3.405964,Tourism Island,Tourism,Resort,MoT
LD1712,Kaafu, ,N, ,"73° 23' 26.687"" E","4° 32' 48.333"" N",0.080422,Uninhabited Island, , , 
LD0648,Kaafu,Eriadhoo,N,އެރިއަދޫ,"73° 24' 51.817"" E","4° 35' 23.775"" N",3.016569,Tourism Island,Tourism,Resort,MoT
LD1300,Kaafu,Dhonfushi,N,ދޮންފުށި,"73° 24' 27.996"" E","4° 36' 30.917"" N",0.767237,Tourism Island,Tourism, ,MoT
LD1713,Kaafu, ,N, ,"73° 30' 51.482"" E","4° 41' 37.100"" N",9.788476,Uninhabited Island, , , 
LD0311,Kaafu,Vabbinfaru,N,ވައްބިންފަރު,"73° 25' 26.060"" E","4° 18' 35.069"" N",5.145572,Tourism Island,Tourism,Resort,MoT
LD0154,Kaafu,Ihuru,N,އިހުރު,"73° 24' 57.721"" E","4° 18' 24.372"" N",3.165592,Tourism Island,Tourism,Resort,MoT
LD1718,Kaafu, ,N, ,"73° 21' 51.529"" E","4° 18' 37.997"" N",0.02154,Uninhabited Island, , , 
LD1719,Kaafu, ,N, ,"73° 21' 52.040"" E","4° 18' 42.157"" N",0.001522,Uninhabited Island, , , 
LD0142,Kaafu,Baros,N,ބަރޮސް,"73° 25' 37.578"" E","4° 17' 5.102"" N",4.890151,Tourism Island,Tourism,Resort,MoT
LD0597,Kaafu,Bolifushi,N,ބޮލިފުށި,"73° 23' 59.265"" E","4° 5' 50.269"" N",10.668236,Tourism Island,Tourism,Resort,MoT
LD1724,Kaafu, ,N, ,"73° 23' 18.428"" E","4° 3' 22.398"" N",5.256767,Uninhabited Island, , , 
LD0073,Kaafu,Maniyafushi,N,މަނިޔަފުށި,"73° 24' 39.700"" E","4° 3' 20.357"" N",1.352952,Uninhabited Island, , ,MoFMRA
LD1323,Kaafu,Ithaafinolhu,N,އިތާފިނޮޅު,"73° 23' 28.502"" E","4° 0' 2.848"" N",0.251054,Uninhabited Island, , ,MoFMRA
LD0642,Kaafu,Kalhuhuraa,N,ކަޅުހުރާ,"73° 22' 19.074"" E","4° 0' 34.555"" N",0.052215,Uninhabited Island, , ,MoFMRA
LD0098,Kaafu,Vaagali,N,ވާގަލި,"73° 21' 21.341"" E","3° 56' 55.020"" N",0.836701,Tourism Island,Tourism,Resort,MoT
LD0196,Kaafu,Rannaalhi,N,ރަންނާޅި,"73° 21' 28.507"" E","3° 54' 11.727"" N",4.900216,Tourism Island,Tourism,Resort,MoT
LD1725,Kaafu, ,N, ,"73° 21' 45.981"" E","3° 53' 38.911"" N",0.083305,Uninhabited Island, , , 
LD0516,Kaafu,Fihaalhohi,N,ފިހާޅޮހި,"73° 22' 1.457"" E","3° 52' 38.169"" N",8.999348,Tourism Island,Tourism,Resort,MoT
LD1327,Kaafu, ,N, ,"73° 22' 36.500"" E","3° 50' 25.903"" N",1.53879,Uninhabited Island, , , 
LD1726,Kaafu, ,N, ,"73° 22' 39.330"" E","3° 50' 4.986"" N",0.012918,Uninhabited Island, , , 
LD1328,Kaafu, ,N, ,"73° 22' 39.960"" E","3° 49' 39.710"" N",0.120912,Uninhabited Island, , , 
LD1329,Kaafu,Tholhimaraahuraa,N,ތޮޅިމަރާހުރާ,"73° 22' 30.712"" E","3° 49' 28.725"" N",0.064598,Tourism Island,Tourism,Resort,MoT
LD0633,Kaafu,Mahaanaelhihuraa,N,މަހާނައެޅިހުރާ,"73° 24' 40.604"" E","3° 48' 44.171"" N",5.792193,Tourism Island,Tourism,Resort,MoT
LD0624,Kaafu,Erruhhuraa,N,އެއްރުއްހުރާ,"73° 24' 58.592"" E","3° 48' 54.126"" N",0.71316,Tourism Island,Tourism, ,MoT
LD0415,Kaafu,Olhigan'dufinolhu,N,އޮޅިގަނޑުފިނޮޅު,"73° 25' 3.454"" E","3° 48' 42.979"" N",0.618737,Tourism Island,Tourism, ,MoT
LD1727,Kaafu, ,N, ,"73° 25' 7.310"" E","3° 48' 58.569"" N",0.081842,Uninhabited Island, , , 
LD1729,Kaafu, ,N, ,"73° 26' 47.645"" E","3° 49' 50.351"" N",0.470456,Uninhabited Island, , , 
LD1194,Kaafu,Bodufinolhu,N,ބޮޑުފިނޮޅު,"73° 27' 23.765"" E","3° 51' 26.663"" N",14.242592,Tourism Island,Tourism,Resort,MoT
LD0324,Kaafu,Kudafinolhu,N,ކުޑަފިނޮޅު,"73° 27' 30.771"" E","3° 51' 54.458"" N",1.76936,Tourism Island,Tourism, ,MoT
LD0128,Kaafu,Maadhoo,N,މާދޫ,"73° 27' 34.285"" E","3° 52' 17.655"" N",10.825868,Tourism Island,Tourism,Resort,MoT
LD0842,Kaafu,Lhosfushi,N,ޅޮސްފުށި,"73° 28' 11.343"" E","3° 53' 49.874"" N",0.902532,Uninhabited Island, , ,Council
LD0738,Kaafu,Guraidhoo,N,ގުރައިދޫ,"73° 28' 5.144"" E","3° 54' 2.542"" N",22.48401,Residential Island, , , 
LD1165,Kaafu,Villivaru,N,ވިއްލިވަރު,"73° 27' 19.010"" E","3° 54' 52.138"" N",7.130108,Tourism Island,Tourism, ,MoT
LD0160,Kaafu,Biyaadhoo,N,ބިޔާދޫ,"73° 27' 22.810"" E","3° 55' 20.039"" N",10.070374,Tourism Island,Tourism,Resort,MoT
LD1735,Kaafu, ,N, ,"73° 26' 38.838"" E","3° 55' 14.506"" N",0.05061,Uninhabited Island, , , 
LD0069,Kaafu,Maafushi,N,މާފުށި,"73° 29' 22.633"" E","3° 56' 27.921"" N",41.598098,Residential Island, , , 
LD0149,Kaafu,Vammaafushi,N,ވައްމާފުށި,"73° 29' 45.797"" E","3° 56' 54.754"" N",0.029667,Uninhabited Island, , ,Council
LD1321,Kaafu, ,N, ,"73° 27' 37.949"" E","3° 57' 21.019"" N",0.09334,Uninhabited Island, , , 
LD1335,Kaafu,Noofinolhu,N,ނޫފިނޮޅޮ,"73° 30' 11.098"" E","3° 58' 7.475"" N",1.261958,Tourism Island,Tourism, ,MoT
LD1134,Kaafu,Veligan'duhuraa,N,ވެލިގަނޑުހުރާ,"73° 30' 23.017"" E","3° 58' 18.173"" N",3.436668,Tourism Island,Tourism,Resort,MoT
LD0321,Kaafu,Dhigufinolhu,N,ދިގުފިނޮޅު,"73° 30' 8.260"" E","3° 58' 20.593"" N",8.092473,Tourism Island,Tourism,Resort,MoT
LD1334,Kaafu,Funfinolhu,N,ފުންފިނޮޅު,"73° 30' 17.338"" E","3° 58' 34.642"" N",1.098857,Tourism Island,Tourism, ,MoT
LD1737,Kaafu, ,N, ,"73° 30' 45.969"" E","3° 59' 20.238"" N",0.083052,Uninhabited Island, , , 
LD1326,Kaafu, ,N, ,"73° 31' 49.920"" E","4° 4' 45.296"" N",0.035498,Uninhabited Island, , , 
LD0816,Kaafu,En'boodhoo,N,އެނބޫދޫ,"73° 30' 43.514"" E","4° 5' 2.701"" N",5.36146,Tourism Island,Tourism,Resort,MoT
LD0524,Kaafu,En'boodhoofinolhu,N,އެނބޫދޫފިނޮޅު,"73° 31' 31.178"" E","4° 6' 11.009"" N",5.563548,Tourism Island,Tourism, ,MoT
LD0591,MLE,Hulhumalé,N,ހުޅުމާލެ,"73° 32' 32.867"" E","4° 13' 19.457"" N",418.670605,Residential Island, , , 
LD0442,MLE,Malé,Y,މާލެ,"73° 30' 34.920"" E","4° 10' 28.006"" N",208.033729,Residential Island, , , 
LD1714,Kaafu,Aanugan'duhuraa,N,އާނުގަނޑުހުރާ,"73° 30' 3.752"" E","4° 18' 28.174"" N",3.852387,Tourism Island,Tourism, ,MoT
LD1716,Kaafu, ,N, ,"73° 28' 50.217"" E","4° 17' 43.271"" N",0.044124,Uninhabited Island, , , 
LD1717,Kaafu, ,N, ,"73° 28' 17.111"" E","4° 17' 57.512"" N",0.046891,Uninhabited Island, , , 
LD1320,Kaafu,Bodubis,N,ބޮޑުބިސް,"73° 24' 52.268"" E","4° 16' 31.749"" N",0.025017,Uninhabited Island, , ,MoFMRA
LD1720,Kaafu, ,N, ,"73° 25' 24.299"" E","4° 15' 55.352"" N",1.11791,Uninhabited Island, , , 
LD1736,Kaafu, ,N, ,"73° 26' 47.836"" E","3° 57' 59.542"" N",4.716357,Uninhabited Island, , , 
LD1731,Kaafu, ,N, ,"73° 27' 47.221"" E","3° 58' 20.115"" N",0.046349,Uninhabited Island, , , 
LD1732,Kaafu,Hathaafinolhu,N,ހަތާފިނޮޅު,"73° 31' 25.523"" E","4° 5' 23.764"" N",6.358701,Tourism Island,Tourism,Resort,MoT
LD1733,Kaafu, ,N, ,"73° 31' 35.378"" E","4° 7' 4.621"" N",8.057155,Uninhabited Island, , , 
LD1734,Kaafu, ,N, ,"73° 30' 13.599"" E","4° 7' 17.799"" N",39.447478,Uninhabited Island, , , 
LD0026,Kaafu,Boduban'dos,N,ބޮޑުބަނޑޮސް,"73° 29' 29.260"" E","4° 16' 9.866"" N",19.943726,Tourism Island,Tourism,Resort,MoT
LD0137,Kaafu,Boduhuraa,N,ބޮޑުހުރާ,"73° 30' 18.735"" E","3° 58' 2.781"" N",4.662243,Tourism Island,Tourism,Resort,Atoll Council
LD0166,Kaafu,Thilafushi,N,ތިލަފުށި,"73° 26' 24.805"" E","4° 10' 56.962"" N",118.869851,Uninhabited Island, ,Mixed Usage,HDC
LD0202,Kaafu,Makunufushi,N,މަކުނުފުށި,"73° 28' 12.347"" E","3° 55' 4.263"" N",5.103761,Tourism Island,Tourism,Resort,MoT
LD0230,Kaafu,Kudaban'dos,N,ކުޑަބަނޑޮސް,"73° 29' 58.974"" E","4° 15' 49.851"" N",4.469166,Tourism Island,Tourism,Resort,MoT
LD0389,Kaafu,Dhoonidhoo,N,ދޫނިދޫ,"73° 30' 50.153"" E","4° 11' 49.627"" N",4.116428,Institutional Island, ,National Security,MoD
LD0482,Kaafu,Olhuhali,N,އޮޅުހަލި,"73° 27' 2.940"" E","4° 41' 24.067"" N",6.132802,Tourism Island,Tourism,Resort,MoT
LD0483,Kaafu,Funadhoo,N,ފުނަދޫ,"73° 31' 4.366"" E","4° 11' 1.617"" N",5.57893,Uninhabited Island, , , 
LD0495,Kaafu,Gaagan'du,N,ގާގަނޑު,"73° 32' 13.295"" E","4° 14' 57.990"" N",1.113038,Uninhabited Island, , , 
LD0558,Kaafu,Gulhigaathuhuraa,N,ގުޅިގާތުހުރާ,"73° 30' 23.682"" E","3° 58' 36.344"" N",2.470659,Tourism Island,Tourism, ,MoT
LD0577,Kaafu,Gulhi,N,ގުޅި,"73° 30' 32.107"" E","3° 59' 27.216"" N",11.283389,Residential Island, , , 
LD0656,Kaafu,Kan'duoiygiri,N,ކަނޑުއޮތްގިރި,"73° 32' 25.826"" E","4° 15' 28.570"" N",3.896978,Industrial Island,Fisheries, ,MoFMRA
LD0689,Kaafu,Giraavaru,N,ގިރާވަރު,"73° 24' 46.514"" E","4° 12' 1.780"" N",3.526453,Tourism Island,Tourism,Resort,MoT
LD0765,Kaafu,Nakaiychaafushi,N,ނަކަތްޗާފުށި,"73° 22' 10.971"" E","4° 22' 6.413"" N",5.277136,Tourism Island,Tourism,Resort,MoT
LD0803,Kaafu,Gasfinolhu,N,ގަސްފިނޮޅު,"73° 37' 34.523"" E","4° 21' 40.875"" N",7.524631,Tourism Island,Tourism,Resort,MoT
LD0903,Kaafu,Vaadhoo,N,ވާދޫ,"73° 27' 25.997"" E","4° 7' 26.966"" N",2.309305,Tourism Island,Tourism,Resort,MoT
LD0929,Kaafu,Thulhaagiri,N,ތުޅާގިރި,"73° 29' 13.931"" E","4° 18' 42.304"" N",4.071385,Tourism Island,Tourism,Resort,MoT
LD0954,Kaafu,Velassaru,N,ވެލައްސަރު,"73° 26' 12.975"" E","4° 7' 17.181"" N",9.003921,Tourism Island,Tourism,Resort,MoT
LD1039,Kaafu,Vihamanaafushi,N,ވިހަމަނާފުށި,"73° 31' 11.195"" E","4° 13' 35.336"" N",13.620349,Tourism Island,Tourism,Resort,MoT
LD1089,Kaafu,Aarah,N,އާރަށް,"73° 29' 40.522"" E","4° 13' 48.381"" N",5.860183,Institutional Island,Other,Presidential Use,MoD
LD1203,Kaafu, ,N, ,"73° 27' 27.199"" E","4° 10' 49.635"" N",26.910398,Uninhabited Island, , , 
LD1293,Kaafu,Aanugan'dufinolhu,N,އާނުގަނޑުފިނޮޅު,"73° 30' 20.033"" E","4° 18' 23.040"" N",8.348494,Tourism Island,Tourism, ,MoT
LD1297,Kaafu, ,N, ,"73° 26' 56.415"" E","4° 28' 21.336"" N",0.565094,Uninhabited Island, , , 
LD1310,Kaafu, ,N, ,"73° 36' 7.781"" E","4° 20' 46.385"" N",0.03701,Uninhabited Island, , , 
LD1325,Kaafu, ,N, ,"73° 24' 46.269"" E","4° 4' 27.763"" N",0.200585,Uninhabited Island, , , 
LD1501,Kaafu,Ehmafushi,N,އެއްމަފުށި,"73° 27' 55.436"" E","4° 7' 22.605"" N",26.614046,Tourism Island,Tourism,Resort,MoT
LD1502,Kaafu,Akasdhoo,N,އަކަސްދޫ,"73° 28' 20.327"" E","4° 7' 25.754"" N",8.452091,Tourism Island,Tourism,Resort,MoT
LD0078,Kaafu,Vabboahuraa,N,ވައްބޯހުރާ,"73° 35' 46.779"" E","4° 19' 10.383"" N",1.119304,Uninhabited Island, , ,MoFMRA
LD0527,Kaafu,Medhufinolhu,N,މެދުފިނޮޅު,"73° 22' 9.835"" E","4° 30' 52.386"" N",54.210596,Tourism Island,Tourism,Resort,MoT
LD0890,Kaafu,Hulhule,N,ހުޅުލެ,"73° 31' 54.437"" E","4° 11' 42.884"" N",332.302213,Industrial Island,Aviation,Airport, 
LD1508,Kaafu,Kan'baashaa,N,ކަނބާޝާ,"73° 23' 44.128"" E","4° 37' 13.875"" N",9.21301,Uninhabited Island, , , 
LD1500,Kaafu,Maaranfushi,N,މާރަންފުށި,"73° 25' 12.088"" E","4° 36' 36.544"" N",6.639042,Tourism Island,Tourism, ,MoT
LD1706,Kaafu,Nashvilu,N,ނަޝްވިލު,"73° 24' 23.488"" E","4° 37' 28.303"" N",5.902713,Tourism Island,Tourism, ,MoT
LD1707,Kaafu,Hastheem,N,ހަސްތީމް,"73° 24' 59.847"" E","4° 37' 19.239"" N",2.56717,Tourism Island,Tourism, ,MoT
LD0150,Kaafu,Feydhoofinolhu,N,ފޭދޫފިނޮޅު,"73° 29' 3.971"" E","4° 12' 46.406"" N",11.106689,Tourism Island,Tourism,Resort,MoT
LD1177,Kaafu,Furanafushi,N,ފުރަނަފުށި,"73° 32' 42.244"" E","4° 15' 0.301"" N",15.043387,Tourism Island,Tourism,Resort,MoT
LD0377,Kaafu,Kan'doomaafushi,N,ކަނޑޫމާފުށި,"73° 28' 25.018"" E","3° 54' 11.526"" N",14.929873,Tourism Island,Tourism,Resort,MoT
LD1739,Kaafu, ,N, ,"73° 28' 22.164"" E","3° 54' 21.772"" N",0.51066,Uninhabited Island, , , 
LD0712,Kaafu,Bulhifushi,N,ބުޅިފުށި,"73° 30' 5.166"" E","3° 58' 48.045"" N",0.574422,Uninhabited Island, , , 
LD1740,Kaafu, ,N, ,"73° 27' 35.947"" E","3° 50' 51.686"" N",8.930172,Uninhabited Island, , , 
LD0972,Kaafu,Lankanfinolhu,N,ލަންކަންފިނޮޅު,"73° 33' 14.306"" E","4° 17' 6.543"" N",28.494525,Tourism Island,Tourism,Resort,MoT
LD1318,Kaafu, ,N, ,"73° 33' 5.190"" E","4° 17' 11.688"" N",0.394435,Uninhabited Island, , , 
LD0981,Kaafu,Akirifushi,N,އަކިރިފުށި,"73° 24' 9.203"" E","4° 38' 13.551"" N",7.968911,Tourism Island,Tourism,Resort,MoT
LD1746,Kaafu, ,N, ,"73° 32' 33.248"" E","4° 14' 52.842"" N",0.105086,Uninhabited Island, , , 
LD1745,Kaafu, ,N, ,"73° 32' 35.112"" E","4° 14' 53.142"" N",0.194611,Uninhabited Island, , , 
LD1744,Kaafu, ,N, ,"73° 32' 37.378"" E","4° 14' 53.359"" N",0.188743,Uninhabited Island, , , 
LD1743,Kaafu, ,N, ,"73° 32' 39.963"" E","4° 14' 53.638"" N",0.162813,Uninhabited Island, , , 
LD1742,Kaafu, ,N, ,"73° 32' 43.012"" E","4° 14' 54.254"" N",0.190856,Uninhabited Island, , , 
LD1741,Kaafu, ,N, ,"73° 32' 45.374"" E","4° 14' 54.936"" N",0.102476,Uninhabited Island, , , 
LD1752,Kaafu, ,N, ,"73° 24' 12.510"" E","4° 0' 31.839"" N",3.422856,Uninhabited Island, , , 
LD1751,Kaafu, ,N, ,"73° 23' 32.366"" E","4° 0' 39.988"" N",0.18184,Uninhabited Island, , , 
LD1507,Kaafu,Ithaafushi,N,އިތާފުށި,"73° 22' 59.241"" E","4° 0' 42.923"" N",5.150367,Tourism Island,Tourism,Resort,MoT
LD1749,Kaafu, ,N, ,"73° 23' 24.464"" E","4° 0' 51.857"" N",1.417852,Uninhabited Island, , , 
LD1750,Kaafu, ,N, ,"73° 23' 39.531"" E","4° 0' 51.375"" N",7.515454,Uninhabited Island, , , 
LD1748,Kaafu, ,N, ,"73° 23' 14.941"" E","4° 0' 54.796"" N",0.895578,Uninhabited Island, , , 
LD1747,Kaafu, ,N, ,"73° 23' 0.193"" E","4° 0' 52.076"" N",8.216412,Uninhabited Island, , , 
LD1702,Kaafu, ,N, ,"73° 32' 40.208"" E","4° 39' 57.405"" N",31.094295,Uninhabited Island, , , 
LD1753,Kaafu, ,N, ,"73° 32' 57.120"" E","4° 39' 47.796"" N",0.158196,Uninhabited Island, , , 
LD1703,Kaafu,Fariiruhuraa,N,ފަރިިއިރުހުރާ,"73° 35' 3.423"" E","4° 35' 40.865"" N",12.077187,Uninhabited Island,Tourism,Resort,MoT
LD1754,Kaafu, ,N, ,"73° 34' 43.593"" E","4° 35' 41.983"" N",0.356432,Uninhabited Island, , , 
LD1755,Kaafu, ,N, ,"73° 34' 41.430"" E","4° 35' 44.346"" N",0.279914,Uninhabited Island, , , 
LD1756,Kaafu, ,N, ,"73° 28' 57.437"" E","4° 7' 23.917"" N",7.261305,Uninhabited Island, , , 
LD1758,Kaafu, ,N, ,"73° 23' 9.943"" E","4° 4' 52.868"" N",12.995462,Uninhabited Island, , , 
LD1722,Kaafu, ,N, ,"73° 23' 21.253"" E","4° 5' 22.734"" N",11.985086,Uninhabited Island, , , 
LD1757,Kaafu, ,N, ,"73° 23' 16.216"" E","4° 5' 7.892"" N",8.917704,Uninhabited Island, , , 
LD1723,Kaafu, ,N, ,"73° 22' 47.175"" E","4° 3' 42.451"" N",11.74754,Uninhabited Island, , , 
LD1759,Kaafu, ,N, ,"73° 23' 4.040"" E","4° 3' 42.739"" N",0.104247,Uninhabited Island, , , 
LD1728,Kaafu, ,N, ,"73° 26' 14.188"" E","3° 49' 26.672"" N",34.518425,Uninhabited Island, , , 
LD1760,Kaafu, ,N, ,"73° 26' 21.882"" E","3° 49' 48.222"" N",0.193006,Uninhabited Island, , , 
LD1761,Kaafu, ,N, ,"73° 22' 0.161"" E","4° 15' 0.267"" N",2.007827,Uninhabited Island, , , 
LD1762,Kaafu,Kassanfushi,N,ކައްސަންފުށި,"73° 39' 40.409"" E","4° 31' 7.382"" N",10.763659,Uninhabited Island,Tourism, ,MoT
LD1763,Kaafu, ,N, ,"73° 40' 3.364"" E","4° 22' 36.355"" N",0.49584,Uninhabited Island, , , 
LD1764,Kaafu, ,N, ,"73° 39' 38.511"" E","4° 22' 34.308"" N",0.729083,Uninhabited Island, , , 
LD1765,Kaafu, ,N, ,"73° 39' 56.999"" E","4° 22' 33.789"" N",0.308656,Uninhabited Island, , , 
